ABUS-US,ACST-CA,ADVZ-CA,AEZS-CA,AKU-CA,APS-CA,AQS-CA,ARCH-CA,ASG-CA,ASP-CA,ATE-CA,AUP-CA,BCT-CA,BHC-US,BLU-CA,BNKL-US,BTI-CA,CHH-CA,CORV-CA,COV-CA,CPH-CA,CRDL-CA,CRH-CA,CTTH-US,CTX-CA,CZO-CA,DR-CA,EBM-CA,EDT-CA,EPI-CA,ETBI-US,FRX-CA,GSD-CA,GTMS-CA,GUD-CA,HBP-CA,HLS-CA,HSDT-US,HTL-CA,ICO-CA,IDL-CA,IGXT-US,IMV-CA,IN-CA,IPA-CA,JWEL-CA,KLY-CA,KNE-CA,LMNL-CA,MDNA-CA,MDP-CA,MDX-CA,MIMI-CA,MIR-CA,MIST-US,MPH-CA,NGEN-CA,NRI-CA,NSHS-CA,NVCN-CA,NVLNF-US,ONCY-USA,OPS-CA,PMN-CA,PRN-CA,PTQ-CA,QPT-CA,RVX-CA,RX-CA,SBM-CA,SQD-CA,SVA-CA,TBP-CA,TH-CA,TLT-CA,TMD-CA,VBIV-US,VMD-CA,XENE-US,ZYME-US
6755.5,,,,,,,,,,,241433.51,,21994788.25,693.5,,,,,,,,7804.16,,,,,,,,,,,,103135.31,,,,,,,,,,,167641.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.52,45800.23,28484.87,146879.55,706843.34
6471.54,,,,,,,,,,,214382.59,,21919626.23,270.47,,,,,,,,7688.83,,,,,,,,,,,,90080.57,,,,,,,,,,,164124.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.1,41783.37,27272.74,123778.35,662252.56
5177.69,,,,,,,,,,,194328.89,,21436691.33,62.42,,,,,,,,6407.36,,,,,,,,,,,,86259.68,,,,,,,,,,,125047.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.42,39882.55,19684.86,69750,635481.36
4513.59,,,,,,,,,,,193539.84,,20751878.58,27.74,,,,,,,,5032.98,,,,,,,,,,,,82155.1,,,,,,,,,,,85188.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.42,35872.6,13666.68,55632.6,543790
4163.22,,,,,,,,,,,177088.95,,19912724.61,27.74,,,,,,,,4805.52,,,,,,,,,,,,75260.12,,,,,,,,,,,42613.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.32,35754.18,218.18,51991.65,518692
2367.86,,,,,,,,,,,159968.12,,19649250,,,,,,,,,1922.21,,,,,,,,,,,,67734.11,,,,,,,,,,,38940.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.32,29399.97,42.42,41877.9,497777
1559.49,,,,,,,,,,,159878.8,,18970492.13,,,,,,,,,1864.54,,,,,,,,,,,,67641.48,,,,,,,,,,,3907.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.41,28846.76,,22933.8,418300
1412.93,,,,,,,,,,,148876.8,,18748615.71,,,,,,,,,464.53,,,,,,,,,,,,58193.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.66,27640.05,,17800.2,385714.43
1145,,,,,,,,,,,147388.03,,18435712.32,,,,,,,,,400.46,,,,,,,,,,,,34909.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.66,23778.78,,17172.45,380067.38
959.51,,,,,,,,,,,131309.34,,18339300,,,,,,,,,256.29,,,,,,,,,,,,28963.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.66,23203.09,,16712.1,338446.53
